Comment,Author
힘내세요저는 넷의 애견 아가들을 키우고 있습니다 아가들을 간식으로 교육을 시키기도 하기 때문에 굶길때도 있어요 훈련을 하다보면 그럴 수 밖에 없어요 가 없는 곳이 요즘 있나요 방범용으로도 홈캠으로도 도난방지용으로도 설치하는데 그게 왜 문제가 되는지 어처구니가 없네요  암튼 힘내시고 강경하게 대처하세요 문제가 된다면 신고하고 정당하게 요구하면되지 뒤에서 얼굴도 못 내밀면서 무슨 제보일까요 비겁한 인간들,@seoyoungjeon-pm5zu
힘내세요,@user-cu5yo3cr5c
강형욱의 잘못은 딱 하나다 한녀를 채용한 죄,@khc6795
결론  한녀가 강형욱을 한남이라고 소추니 뭐니 욕을 했고 심지어 자식 욕까지했던 사건조심하세요 당심의 회사에 여직원들도 한녀일 수도 있습니다 카톡이든 회사메신저든 회사 남자직원 성희롱하고 있을 수도 있음여직원은 진짜 신중하게 뽑아라,@miniminibak
응원합니다,@user-fy7qv8lo5p
강형욱훈련사님 여기 댓글들 중 악플러들도 전부 법적 조치 꼭 하세요  그래야  본인 잘못을 알죠 본인들 얼마나 떳떳하다고 한 사람을 매장 시키지 못해 안달하나요 그러지 마세요,@Khj61_kphgyw80_forever
역시 강형욱 훈련사님 믿고 기다렸어요 힘내세요,@user-ju1sg9os7v
사건반장 홈피에서 관련동영상들 삭제했던데 강형욱님 그냥 넘어가지마시고 언론이 이렇게  크로스체크없이 일방의 주장으로 허위사실 유포하고 거짓선동한 죄를 물으셨으면 하네요 가 손석희 떠난 후로 어쩌다 이지경이 된건지 참,@user-bo4bp7hb1k
정신병자 직원 23명의 피해망상 주작은 네이버 메인에서 몇날 며칠을 떠들어대더니 해명영상 올린 건 딱 반나절 노출되고 없어짐 언론들도 너무한다 남 망칠 땐 너도나도 글싸지르면서 남 명예회복엔 1도 관심없는 언론새끼들,@user-sp6dn4tu6t
이렇게 보니 권아솔 닮았누ㅋㅋㅋ,@user-nd5in6rc4l
나 방금 논란난거 알았는데 영상 쭉 보고오니까 나머지는 다 해명 납득이 되는데 레오방치는 사실 아님 저런것도 해명이라고 하고있냐 하는 말 정리하면 결국 방치한거 맞음인데옥상에서 케어함  인정후지마비 오기전까지 침대에서 키우다가 분뇨 못가리자마자 여름에도 옥상에서 키움 가정집이어도 문제인데 심지어 강형욱 회사는 훈련소임 내부에 케이터링 할곳이 없다는 궁색한 변명은 마셈땡볕에 있었다  그늘 설치했는데 해 움직이면서 그랬을수 있다그럼 후지마비와서 분뇨도 못가리는 견이 그늘에 해 듷면 그늘까지 걸어가겠음 상황 아는데도 옥상에 둔거 딱보임 적어도 실내에서 에어컨 밑에서 케어했어야지 몸이 그렇게 안좋은 애가 퍽이나 여름 땡볕 야외에서 잘 버티겠다 물 마시러 움직이는것도 잘못하는 상탠데그리고 해명영상에서 건강한 시절에 함께했던걸 증거로 들이미는건 무슨 합리화인지 문제가 된건 아플때 케어다 레오는 데려올때부터 언플하면서 입양했던견이라 고운 눈으로 못보겠고 해명 납득도 안됨인선이 안좋은 직원을 채택한건 불운이고 잘못이 없다고 생각하지만 좋은 반려견 훈련사 강형욱으로는 앞으로 절대 못보겠다,@GHoooOoOOoosT
저는 강형욱님을 지지합니다,@MaoLeeSon
강훈련사님 힘네세요 제가좋아하는프로그램인대 좀속이상하네요 훈련사님파이팅하세요,@user-qo6ri1zc8u
아니 직원  잘 못 뽑아서 이게 무슨 고생이냐 진짜 보듬 없어지는거 슬픈다그리고 회사가 장난이야 회사 메신저에 아들 욕 하는거 겁나 소름 돋네 누가 어린아들 욕하는데 어떤 부모가 가만히 있음 강형욱님하고 이사님도 맘 고생 하지말고 힘내세요,@user-nr9oc6pk8v
물타기 개심하네 인터뷰 할거면 얼굴 까고 신분 까고 인터뷰 해  진짜 무서워지기 시작한다 우리나라  사실 확인도 안 하고 그냥 허위사실 막 유포하고 거기에 동조하고 집구석에 박혀서 할 수 있는 짓이 그거 밖에 없나 당당하면 신분 까고 이야기해 제발 얍삽하게 집구석에 박혀서 하지말고  니네들이 말한게 허위사실이면 언론에 제보하거나 당한 거 처럼 말한 인간들 신분 다 까서 허위사실 유포로 고소 때려박아야함 무슨 악감정이 있어서 사실 확인도 안 하고 물어뜯니할 짓이 없나  궁금하다 재밌나 저게ㅠ 무슨 소설가도 아니고 소설을 쓰고 자빠졌노,@xun1xun8
폭로한 직원들이 개폐급들이였네,@user-vc7sy7kp7p
일 잘하는 사람들은 그런 쓸대없는짓 할시간도 없음  법적대응이 필요함  저런사람들은ㅉㅉ,@user-kb1fn2yn1b
영상에서 계속 한다고 기억합니다 어렴풋이 기억해요 라고 말하는 이유는 기억은 나지만 확실하지 않기 때문이지 지어낼려고 그러는 건 절대 아닌 것 같다 오히려 저희는 이랬습니다 확실합니다 저흰 정말 억울합니다 이건 절대 인정못해요 이러는게 더 문제가 생길 것 같아서 난 현명하게 말하셨다 생각함  그리고 나도 회사는 아니지만 학교를 다니는 학생으로써 선생님이나 학교의 환경으로 불만은 당연히 있음 물론 회사는 돈을 받고 일하는 직업이기에 불만의 정도와 스트레스의 정도는 차이가 많을거라 생각하기에 이것에 대해선 나도 알지못하니 이러니저러니 말할순 없지만 난 그 39불만39 들이 한 사람을 명백한 악인으로 몰고 갈 순 없다 생각함  모든 사람이 완벽할 순 없지 않는가 강형욱 부부도 자신의 잘못을 인정하지만 이유가 있다 그러나 그것을 판단하는건 보는 사람들마다 다르깄지만 난 또 이 영상을 이용하여 최대한 편파적인 말은 피하면서 해명했음에도 불구하고 자극적인 클립만 따가 또 논란을 증폭시키려는 일부 기러기나 네티즌들에게 휘둘리지 않아야 된다 생각한다 단점만 나열하여 악인 장점만 나열하여 선인으로 만드는 것이 언론이라는 것을 기억하자,@immahart248
여직원 탈의실  와이프와 같이 일하는 곳인데 말이안됨,@germany18
강형욱님 수잔님 9700원 직원왜 퇴사하자마자 유독 그 달 판매건이 다 환불들어왔을까요  퇴사직전에 가족 지인 등 등 동원해서 실적뻥튀기하고 급여챙긴다음에 환불기간 내에 환불하고 런하는 수법입니다애초에 노동법상 근로자가 아닌 개인사업자계약이라 퇴직금은 소송해도 받을 수 없었을거고요그럼에도 좋게좋게 끝내주려고 퇴직금에 인센까지 다 챙겨줬는데 뒤통수를 때리고 발등을 찍네 이 직원한테도 명예훼손 걸어도 될듯요그리고 절대 고용주가 사과할만할 일도 아닙니다위촉직으로 퇴직금없는거 합의하고 계약했으면서 계약기간도 안채우고 중도퇴사하는 와중에 퇴직금에 인센챙겨달라고그달 계약건만 수상쩍게 다 환불 소송가셨어야지 좋게끝내준다고 봐줬더니 오히려 지가 맞는줄 아는듯하네요,@user-lm8qh8wb1q
최신 업데이트된 내용입니다레오 안락사 건으로 또 태클을 걸려고 하는분들이 계십니다안락사의 경우 하루하루 몸이 안좋아지는 노견을 케어해본 사람이면 절대로 저런글 못싸지릅니다 나중에는 결국 아이가 병으로 인해 더이상 손쓸 방도도 없는 지경까지 이르게 됩니다 내 욕심으로 몇분 몇초라도 아이를 더 보고싶다는 생각에 거의 다 꺼져가는 생명을 더 질질 끌게된다면 견주 입장에서는 머릿속에 아이에게 더 큰 고통을 줄 뿐이라는 생각밖에 떠오르지 않습니다해명영상 뜨고 여론이 강 훈련사님 측으로 기우니 바로 디스패치 통해서 레오 안락사 건으로 또 끌고내리려는 시도가 보여서 강 훈련사님의 오랜 팬심에 더이상 참지 못하고 댓글 남깁니다억울하시다면 당당하게 얼굴 까시고 맞 해명 해 주세요,@user-qd7oh6xu4f
강형욱씨 또다른 사건을 묻기 위해서 말도안되는 일로 이슈화된거같네요 묵묵히 응원하고 있었습니다 앞으로도 묵묵히 응원하겠습니다 위축되지 않고 지금처럼 계속 최선을 다해주세요,@user-lp3ji4zh5k
두분 힘내세요 조근조근 들어보니 진심이 느껴집니다,@user-ny9if7nh7b
얘들아 사내  메신저 통제 스팸 레오 인성 솔직히 생각이라는 것이 있다면 우리가 제일 먼저 봐야할 건 임금체불 문제라고 본다프리랜서는 1년을 채워도 업무 특성에따라 퇴직금을 받을 수도 있고 못 받을 수도 있는 건데 받아냈다는 것 난 이게 해명이라고 내놓은 영상이라 하더라도 제일 이해가 안 되는 부분이거든 게다가 영상편집자라며 이게 말이 되냐는 거지,@user-mt5ld4xw6l
ㅋㅋㅋㅋㅋㅋㅋ나도 여자지만 커뮤니티 하는 사람은 걸러야된다 진짴ㅋㅋㅋ 저게 뭐냐 어휴,@user-vu5nf7wk6b
강형욱님힘내세요 지금가장 힘들고고통스럽지만 형욱님 마음을 믿습니다,@user-mj6gy1ex5c
사실이니깐 가만히 있나 법대로 해라 직원들은 법대로 한다고 난린데,@user-ih9hn6ld8m
힘내세요,@dianalim4401
학생이 선생을 까고 직원도 모시고 살아야하는 세상 대기업 할 것 아니라면 1인기업이 답입니다 부족한 부분은 프리로 고용하면되는거임  고용주 입장에서보면 월급이 아까운 직원이 태반이고 직원 입장에서는 지때문에 회사가 돌아간다고 떠벌리죠 입장을 고려안하고 상대방만 비난하는 저급한 인간들이 너무 많습니다 강훈련사님 힘내시고 옆에계신분 아내인가 걍 두분이서 힘닿는만큼만 하세요,@user-iu7kn7wu4o
상호명 바꿔서 다시 오픈 한답니다,@user-nu3wz3vf2l
때가 오면 천개 만개의 화살로 돌려줘요이겨내야 합니다천국에서 레오도 응원 할꺼예요,@user-kd8cm7uj6c
프리랜서에게 기본급이 있나프리랜서에게 기본급이라는 개념은 일반적으로 존재하지 않습니다 프리랜서의 보수는 프로젝트 단위로 정해지거나 일정한 작업량에 따라 지급됩니다 하지만 계약 형태와 내용에 따라 다를 수 있습니다 예를 들어 기본급을 지급하고 추가로 인센티브를 지급하는 경우라면 이는 프리랜서보다는 고용인에 가까운 형태일 수 있습니다프리랜서와 근로자의 구분근로자성 여부는 계약서의 명칭이나 형식보다는 실질적인 근로 관계에 의해 판단됩니다 한국 법원은 아래와 같은 기준을 통해 근로자성을 판단합니다지휘감독 여부 업무 수행에 대한 지휘 및 감독이 존재하는지근무 시간과 장소의 지정 여부 근무 시간과 장소가 지정되어 있는지보수의 성격 기본급여와 인센티브의 성격이 있는지전속성 다른 업무를 병행할 수 있는지 여부계속성 및 독립성 업무가 계속적이고 독립적으로 수행되는지이 기준에 따르면 프리랜서에게 기본급을 지급하며 일정한 근무 시간과 장소를 지정하고 업무 수행에 대해 지휘감독을 하는 경우 이는 실질적으로 고용 계약에 해당할 가능성이 높습니다따라서 프리랜서 형태로 계약을 체결했더라도 실질적인 근로 관계가 존재한다면 근로자로 인정될 수 있으며 이에 따라 근로기준법의 보호를 받을 수 있습니다 강형욱 사건처럼 계약 형식에 관계없이 실질적인 근로 관계에 따라 판단될 수 있다는 점을 유의해야 합니다9670직원에게 노무사와 상의 후 지급한 금액은 정당한 금액이며 안줘도 되는 돈을 지급한 것이 아님 영상에서도 부부가 사과했듯이 9670직원은 잘못한게 없음,@user-vx5ks5nl5z
힘네세요,@user-bt4ly6ts8e
상처는 쓰립니다ㅜㅜ양쪽모두 화를 내려놓고 상처치유하고 각자일에충실히해서서로웃는 행복한날이다시오면좋겠네요강형욱화이팅힘내세요,@user-dy8ew5xo7x
직원써본사람은 알거다 ㅋㅋ속뒤집어지는 일이 한두가지가 아니다,@user-oj7ef2jd6o
중립기어 박길 잘햇네,@sonnie_jh
힘내세요,@karen-vn1mg
평생 유튜브에서 이런 긴 영상을 본 건 처음입니다제가 좋아하는 다른 유튜버가 해명영상을 올려도보지 않았던 사람입니다처음으로 55분가량의 긴 영상을 보고 느꼈습니다훈련사님께서 얼마나 고민하고 걱정하시는지요즘 세상이 참 무서운거같아요강훈련사님 너무 힘들어하지 마시고 보듬은 정말 좋은곳입니다 이렇게 좋은회사는 정말 드물겁니다항상 응원합니다,@user-sc7gt1xf1b
끝까지 안보고 조금만 봐도 알겠습니다 힘내세요,@user-zx8vu6vt8f
한국여자를 뽑을때는 여성시대하는지 꼭 확인하세요,@vulcan9131
힘내세요 응원합니다,@stephaniehwang6831
힘내고 견뎌요이 정권은 자살이라도 하게 만들어서 시선 돌리고 싶겠지만 어림없지언젠간 진실은 밝혀집니다죽을 힘을 다해서 버티고 심리상담이라도 받으세요전현희의원이 어떻게 버티고 이겨냈는지 좀 찾아보시구요,@user-kd8cm7uj6c
양쪽말 다 들었으니 언론사분들 다시 중립박고 기사 제대로 쓰세요,@user-xe6hk9bv8q
이게 댓글부대지 뭐야,@Koooookkkkkkkkkk
그리고 저는 일반인으로서 강훈련사님 영상 보면서 저희 개아들 훈련했어요 우리 핏불아이 강훈련사님덕에 어디 갈때마다 얼마나 사랑받는지  감사해요,@Lookey-vg2rw
일하다가 뒤로 눕거나 유니폼을 벗는 행위는 긴장된 상황이라고 보여지지가 않습니다평소 엄격한 감시와 통제가 심한 강압적인 분위기가 아니라 오히려 회사가 편안한 분위기를 형성하려다가 직원과의 불만과 갈등이 형성된 것이 아닐까,@hunjung1043
개통령이 키우는 반려견의 마지막이 그런 모습이었다는게 그게 최선이었다는게 맞는지 모르겠다 개를 업으로 하는 사람이 업계에서 최고라는 사람이 말이다 타이틀이 부끄러운줄 알기를,@bobobyby11
해명해봤자 나락  동아줄 잡기 전부터 알만한 사람들은 알았다고 하는 말이 충격이었음,@jw-fd2gc
